Ticker,Cum_Buy_%,Total_Score,Momentum_Score,Price,Buy_5m_%,Buy_1h_%,Buy_6h_%,Buy_1d_%,Buy_3d_%,Short_Term,Medium_Term,Long_Term
CARK,100.0,51.56,50.84,42.31,100.0,100.0,100.0,100.0,100.0,65.86,73.06,23.8
DDWM,65.16,63.13,50.8,45.84,61.55,62.52,69.53,69.13,67.68,51.07,94.61,43.13
FNDB,66.86,60.17,50.8,28.03,100.0,66.42,44.18,44.21,47.87,48.88,94.69,37.02
SPEU,68.21,54.2,50.8,54.24,93.97,55.82,58.25,57.51,57.51,57.38,93.24,18.05
SPGM,65.31,58.86,50.79,79.55,100.0,48.06,50.54,52.39,54.24,57.07,91.65,31.3
FDIS,66.11,46.43,50.75,97.26,92.45,57.07,54.11,51.87,53.9,64.86,66.39,17.44
SLYG,66.15,64.85,50.74,102.79,100.0,44.66,53.82,54.16,61.15,57.81,91.69,45.77
JMOM,73.33,59.18,50.74,72.22,100.0,75.46,55.88,51.49,53.48,59.6,89.87,32.07
QQQH,73.29,47.07,50.73,52.85,91.24,63.79,66.59,66.59,66.59,55.59,86.56,7.19
VFMO,67.52,60.47,50.72,212.87,84.74,58.65,61.7,60.05,60.08,60.81,94.07,30.86
EDOW,78.39,56.7,50.72,41.19,100.0,69.44,68.95,68.95,68.95,55.49,90.56,27.83
AFLG,67.92,55.94,50.72,40.27,80.86,64.52,61.43,61.2,60.51,54.23,89.39,27.75
DES,79.22,59.51,50.7,37.45,100.0,83.1,63.56,63.65,61.86,45.97,96.13,35.92
FNCL,74.79,49.16,50.69,72.83,100.0,71.78,59.1,59.29,61.38,57.36,57.17,37.02
AVSC,66.12,61.73,50.68,65.42,100.0,47.28,54.0,54.0,54.0,53.68,97.39,35.57
MSLC,79.15,66.62,50.67,54.26,100.0,65.08,73.07,73.07,73.07,57.02,86.34,55.37
GSUS,74.14,61.17,50.66,93.81,100.0,61.11,64.13,64.13,64.13,57.17,86.99,41.07
BSVO,72.08,59.77,50.65,26.5,100.0,58.87,60.81,60.81,60.81,46.97,100.0,32.58
QGRO,65.81,52.04,50.64,110.62,100.0,54.55,48.9,49.49,50.03,62.23,71.45,28.7
PXF,73.37,64.29,50.6,72.96,100.0,69.99,56.92,58.32,58.12,55.38,100.0,38.62
DFSU,70.81,61.71,50.6,43.01,81.99,83.75,56.34,55.93,55.93,58.77,86.92,41.49
SECT,73.06,61.76,50.58,63.46,100.0,70.87,56.32,56.32,56.32,58.1,86.4,42.49
ECH,72.54,57.75,50.58,42.82,98.72,73.03,55.17,53.94,54.77,66.75,100.0,15.15
FXO,73.44,51.04,50.57,58.3,100.0,63.77,61.1,61.1,61.1,55.08,77.6,25.28
IJT,73.39,67.66,50.54,153.93,100.0,70.64,55.67,58.88,59.24,57.5,91.66,53.01
ISPY,69.58,60.52,50.53,44.55,100.0,65.61,51.27,51.54,52.06,55.79,87.35,40.0
INFO,74.45,58.4,50.53,24.55,81.5,71.43,71.43,71.43,71.43,56.63,88.11,33.5
AVIV,73.25,58.81,50.49,78.23,100.0,54.05,68.48,64.0,62.19,51.09,100.0,27.6
FFLC,72.04,57.2,50.49,54.34,100.0,57.87,61.28,61.28,61.28,58.23,88.56,29.12
NUSC,65.81,57.1,50.49,47.4,100.0,53.32,49.95,49.95,49.95,57.24,92.5,26.04
VOOV,68.4,70.45,50.48,208.34,100.0,63.07,49.49,50.14,52.41,48.61,91.13,66.0
NULV,69.94,61.57,50.48,47.03,100.0,76.02,46.26,46.87,46.87,51.74,93.44,39.83
FJUL,92.58,61.17,50.48,56.41,97.34,94.16,88.52,88.52,88.52,51.64,87.7,43.92
FNDC,67.14,62.65,50.44,48.69,100.0,55.16,53.13,51.89,48.83,57.6,97.09,35.68
THD,65.38,53.25,50.44,71.9,83.98,66.89,51.83,51.99,53.12,62.15,100.0,6.77
CEFS,70.05,58.11,50.42,23.64,100.0,61.08,55.04,55.11,55.11,50.64,90.53,34.4
GSWO,95.41,57.64,50.4,58.9,98.19,94.77,93.91,93.91,93.91,55.62,89.08,31.39
KBA,74.62,47.63,50.38,31.75,100.0,55.14,68.52,68.52,68.52,51.61,92.42,5.96
XLSR,65.68,57.21,50.35,60.18,78.84,58.97,60.64,60.64,60.64,59.51,86.37,30.25
LRND,99.97,54.55,50.33,39.31,99.98,99.97,99.97,99.97,99.97,63.39,84.08,23.19
EZJ,88.63,54.03,50.33,56.0,98.43,84.43,84.43,84.43,84.43,67.4,100.0,5.45
EVUS,70.0,59.22,50.32,32.9,88.12,30.6,79.82,79.82,79.82,52.86,91.25,35.16
XMAG,67.7,58.14,50.31,23.09,97.18,54.43,55.42,55.42,55.42,54.07,89.22,33.49
FEOE,66.54,66.25,50.3,52.43,100.0,48.32,56.66,57.51,45.47,55.32,100.0,43.54
NFRA,74.24,62.63,50.29,64.69,100.0,75.22,56.52,56.52,56.52,45.12,94.2,45.96
EPS,66.23,58.35,50.29,71.19,100.0,45.28,55.36,55.36,55.36,56.03,88.39,33.51
WWJD,67.24,53.95,50.29,39.15,100.0,51.19,54.31,54.31,54.31,50.86,94.36,20.52
JVAL,72.58,57.91,50.28,51.05,100.0,59.81,61.4,61.4,61.4,54.06,92.56,29.99
ZECP,69.69,56.45,50.28,35.08,100.0,62.87,53.27,53.27,53.27,55.53,89.6,28.02
AUGZ,87.66,56.93,50.27,41.9,100.0,82.37,82.37,82.37,82.37,52.63,86.39,33.84
BUFM,95.75,55.58,50.27,38.92,98.38,94.62,94.62,94.62,94.62,39.1,82.51,42.32
USVM,69.52,58.81,50.25,98.82,100.0,49.11,60.54,60.54,60.54,51.15,94.98,31.94
AVGE,68.92,61.46,50.24,92.06,100.0,57.05,54.8,54.8,54.8,52.87,95.42,37.11
IWMY,65.58,57.18,50.24,18.84,98.38,59.22,47.24,47.24,47.24,59.49,86.28,30.28
EUSA,77.56,56.46,50.24,104.86,100.0,54.56,75.38,75.38,75.38,54.18,85.28,32.68
ILCV,66.99,59.8,50.23,95.4,100.0,53.1,52.69,52.69,52.69,49.01,92.36,38.05
QINT,67.68,54.16,50.23,68.89,100.0,39.13,62.0,62.0,62.0,56.72,96.27,15.72
BUFP,69.91,58.64,50.22,30.52,59.05,73.98,74.88,74.88,74.88,49.73,88.15,38.39
IYY,67.64,60.76,50.21,165.99,100.0,53.2,54.1,54.1,54.1,56.48,87.37,40.15
SMOT,65.03,50.79,50.21,36.1,100.0,48.63,50.82,50.82,50.82,53.05,77.02,26.43
BBMC,71.22,58.92,50.2,114.55,80.3,62.01,70.29,70.29,70.29,57.78,93.38,29.49
FNX,71.33,58.24,50.2,133.36,72.05,78.44,66.89,66.89,66.89,53.66,92.66,30.98
NNOV,87.58,57.4,50.2,28.8,80.0,90.83,90.83,90.83,90.83,53.05,83.6,37.2
USSG,69.75,54.77,50.2,62.36,100.0,59.52,55.27,55.27,55.27,59.51,87.25,23.38
SUSL,81.87,56.03,50.19,118.57,100.0,76.57,72.73,72.73,72.73,59.03,87.22,26.87
CVLC,73.63,58.38,50.17,84.17,84.05,70.42,68.47,68.47,68.47,58.2,87.36,33.14
NTSI,69.02,53.07,50.17,45.9,100.0,42.79,62.93,62.93,62.93,57.09,93.72,14.99
ISMD,66.67,55.11,50.16,42.31,76.19,63.7,61.97,61.97,61.97,53.78,93.59,22.28
DWLD,81.31,48.79,50.16,45.2,100.0,78.39,70.47,70.47,70.47,56.71,88.19,9.37
SPBU,66.58,59.34,50.15,27.91,65.58,70.9,64.85,64.85,64.85,52.2,85.74,40.7
RSPM,83.23,54.23,50.15,39.7,100.0,77.07,75.47,75.47,75.47,43.39,100.0,20.95
FSEP,69.29,60.92,50.14,51.87,88.73,71.9,54.88,54.88,54.88,51.7,87.2,43.69
PFM,67.17,57.98,50.14,52.47,100.0,50.22,54.69,54.69,54.69,48.52,90.08,35.81
RFLR,65.92,57.17,50.14,29.86,100.0,51.32,51.32,51.32,51.32,45.03,92.26,34.06
JHSC,68.44,56.77,50.14,44.92,100.0,55.44,54.62,54.62,54.62,54.54,92.69,26.74
MFDX,72.38,56.67,50.14,41.41,100.0,62.17,59.63,59.63,59.63,51.31,97.18,24.57
EZM,81.52,56.62,50.14,69.77,100.0,77.0,71.7,71.7,71.7,51.13,91.12,29.87
GGUS,65.7,54.81,50.14,60.73,6.34,95.47,88.74,88.74,88.74,62.16,80.4,27.82
XMLV,66.11,51.58,50.14,64.86,100.0,46.94,54.17,54.17,54.17,44.09,73.31,37.24
GVUS,77.48,59.95,50.13,56.8,32.79,96.64,96.64,96.64,96.64,51.06,93.94,35.77
IQSM,99.9,55.28,50.13,35.83,99.93,99.89,99.89,99.89,99.89,54.14,89.78,25.8
FYT,82.14,53.57,50.13,64.14,83.28,81.59,81.68,81.68,81.68,45.18,99.31,18.79
DOL,65.68,59.7,50.12,71.33,83.07,58.13,58.28,58.28,58.28,56.07,98.56,27.97
TACK,67.82,58.82,50.12,30.78,100.0,52.57,54.84,54.84,54.84,49.98,90.72,36.43
RWK,72.18,57.21,50.12,133.98,62.68,81.1,73.56,73.56,73.56,51.54,91.63,30.64
VUSE,67.76,53.77,50.12,65.18,45.55,80.65,75.41,75.41,75.41,58.02,77.01,30.77
JOET,65.08,49.51,50.12,41.72,100.0,43.13,53.99,53.99,53.99,57.17,75.51,21.98
FDRR,65.11,56.5,50.11,60.92,100.0,57.3,46.18,46.18,46.18,50.39,90.24,30.8
QQMG,73.65,49.96,50.11,42.16,100.0,68.39,59.01,59.01,59.01,62.36,85.43,11.18
KMAR,79.56,60.34,50.1,30.11,92.9,79.2,70.87,70.87,70.87,48.22,91.79,40.39
DUBS,77.18,58.02,50.1,37.83,100.0,66.1,68.13,68.13,68.13,56.51,88.79,32.05
OCTZ,74.36,57.26,50.1,42.42,87.08,68.91,68.91,68.91,68.91,53.76,86.73,33.66
NANC,69.37,56.28,50.1,44.74,100.0,48.49,60.56,60.56,60.56,61.72,83.93,28.69
RSMC,78.62,47.67,50.1,26.29,87.06,75.0,75.0,75.0,75.0,55.61,61.92,30.24
RGEF,76.1,61.74,50.09,31.74,50.0,87.28,87.28,87.28,87.28,58.6,91.28,37.86
EYLD,68.16,58.83,50.09,44.04,88.65,63.33,57.18,57.18,57.18,61.87,100.0,20.9
KARS,67.6,50.21,50.09,33.98,82.48,67.6,57.68,57.68,57.68,54.68,98.16,5.45
XBJA,72.2,56.04,50.08,32.29,100.0,59.3,60.84,60.84,60.84,51.41,87.08,31.77
QDTY,69.59,55.82,50.08,38.84,100.0,62.45,53.28,53.28,53.28,61.74,87.11,24.74
IDEC,88.9,60.58,50.07,33.54,87.82,89.36,89.36,89.36,89.36,49.33,91.61,40.45
ITDF,69.46,59.16,50.07,38.38,100.0,57.2,55.9,55.9,55.9,55.29,90.86,33.84
VLU,83.46,58.57,50.07,223.63,100.0,80.08,74.3,74.3,74.3,49.3,94.36,33.04
VFVA,71.9,57.41,50.07,137.02,100.0,61.43,58.98,58.98,58.98,50.61,95.04,28.73
CVMC,66.54,55.95,50.07,66.96,59.92,69.37,69.37,69.37,69.37,55.82,90.46,25.84
GAL,78.44,55.72,50.07,50.79,88.05,74.32,74.32,74.32,74.32,49.95,90.61,28.79
EES,65.58,55.0,50.07,60.31,100.0,45.93,53.54,53.54,53.54,51.12,92.92,24.25
ACLC,65.08,52.92,50.07,77.34,87.91,55.3,55.3,55.3,55.3,57.95,85.49,21.27
SSXU,73.57,61.53,50.06,35.73,81.54,70.16,70.16,70.16,70.16,57.86,93.45,35.9
FMAY,73.03,60.83,50.06,54.37,100.0,59.98,62.29,62.29,62.29,50.95,88.08,43.17
INOV,87.98,60.16,50.06,35.89,100.0,82.83,82.83,82.83,82.83,47.89,91.45,40.45
PALC,68.73,53.28,50.06,53.16,100.0,50.34,58.09,58.09,58.09,56.18,84.09,24.51
RDFI,75.77,50.94,50.06,23.52,100.0,65.39,65.39,65.39,65.39,53.54,79.75,24.1
ITDG,72.86,59.04,50.05,38.8,86.19,67.15,67.15,67.15,67.15,56.32,91.03,32.75
FEBT,70.3,58.98,50.05,38.66,100.0,51.58,60.89,60.89,60.89,52.39,89.11,36.73
BDEC,69.64,57.51,50.05,49.64,100.0,56.63,56.63,56.63,56.63,52.34,88.2,33.88
BAMV,68.63,52.56,50.05,33.31,40.61,80.64,80.64,80.64,80.64,48.9,75.07,35.14
QTOC,68.93,50.78,50.05,34.69,100.0,55.62,55.62,55.62,55.62,61.16,86.4,13.12
XSLV,70.4,47.71,50.05,49.08,61.38,74.26,74.26,74.26,74.26,45.45,76.19,24.21
DCMT,74.55,60.24,50.04,33.65,71.15,76.01,76.01,76.01,76.01,39.86,100.0,38.18
THEQ,67.6,58.95,50.04,28.06,49.88,75.19,75.19,75.19,75.19,50.22,86.34,40.45
DECT,75.68,58.72,50.04,36.76,100.0,65.25,65.25,65.25,65.25,52.36,88.35,36.76
SEPT,69.95,58.29,50.04,35.45,100.0,57.07,57.07,57.07,57.07,50.66,87.89,37.15
XBOC,65.81,57.86,50.04,33.95,100.0,47.12,53.41,53.41,53.41,51.19,86.98,36.54
SNOV,79.95,56.29,50.04,25.66,89.06,76.05,76.05,76.05,76.05,46.65,88.34,34.28
GAA,72.75,55.51,50.04,34.47,85.6,67.24,67.24,67.24,67.24,40.04,95.06,30.57
FYLD,70.01,55.51,50.04,38.21,100.0,59.78,55.69,55.69,55.69,39.72,100.0,26.45
YOKE,70.38,63.26,50.03,29.21,20.88,91.6,91.6,91.6,91.6,59.51,91.16,41.2
ARP,80.69,61.64,50.03,32.12,88.87,77.18,77.18,77.18,77.18,45.91,97.26,40.31
TBFG,70.0,59.58,50.03,30.91,0.0,100.0,100.0,100.0,100.0,49.24,91.33,38.27
WLDR,72.26,59.52,50.03,38.96,77.57,69.99,69.99,69.99,69.99,59.04,100.0,24.39
ITDI,68.45,59.29,50.03,38.74,75.91,65.25,65.25,65.25,65.25,56.73,91.05,33.1
FGSM,72.31,59.18,50.03,32.65,66.86,74.65,74.65,74.65,74.65,51.71,96.22,31.44
ITDJ,83.26,59.15,50.03,30.22,100.0,76.09,76.09,76.09,76.09,56.76,91.05,32.72
KFEB,78.35,58.77,50.03,29.06,57.26,87.39,87.39,87.39,87.39,48.47,92.6,35.6
HEQQ,84.34,57.28,50.03,57.96,100.0,77.63,77.63,77.63,77.63,49.39,82.15,40.45
MGMT,71.26,55.62,50.03,47.05,100.0,58.94,58.94,58.94,58.94,53.66,93.78,23.45
GGTL,87.04,54.79,50.03,32.62,99.04,81.9,81.9,81.9,81.9,60.06,85.61,24.53
CVY,68.45,54.01,50.03,27.72,100.0,54.93,54.93,54.93,54.93,45.21,91.14,27.02
VEGA,66.55,53.81,50.03,49.91,54.23,71.83,71.83,71.83,71.83,50.08,88.79,25.54
VEGN,67.28,50.24,50.03,60.31,61.07,69.94,69.94,69.94,69.94,62.45,83.64,13.38
LDEM,77.35,49.86,50.03,60.2,49.78,89.17,89.17,89.17,89.17,60.53,91.86,6.43
FEBP,69.65,58.63,50.02,32.19,43.14,81.01,81.01,81.01,81.01,49.53,88.7,38.0
BAUG,75.08,57.63,50.02,50.42,54.1,84.07,84.07,84.07,84.07,52.45,87.74,34.52
QVMM,100.0,56.63,50.02,33.17,100.0,100.0,100.0,100.0,100.0,53.79,93.56,26.09
EDOG,78.48,55.52,50.02,26.02,100.0,69.26,69.26,69.26,69.26,51.41,97.73,21.16
LCR,70.64,54.96,50.02,38.06,85.14,64.42,64.42,64.42,64.42,48.36,80.79,36.49
SPXN,76.7,54.9,50.02,74.31,62.05,82.98,82.98,82.98,82.98,57.89,88.55,23.58
NACP,76.01,54.59,50.02,51.0,64.89,80.78,80.78,80.78,80.78,58.99,91.47,19.58
LSAF,70.09,54.23,50.02,47.46,49.03,79.12,79.12,79.12,79.12,52.02,91.19,23.28
SPUC,83.38,52.29,50.02,46.36,100.0,76.25,76.25,76.25,76.25,59.44,86.31,18.06
MFUT,72.9,52.12,50.02,18.47,100.0,61.28,61.28,61.28,61.28,42.57,97.98,17.96
CANQ,81.21,48.05,50.02,28.65,83.75,80.12,80.12,80.12,80.12,47.87,60.58,37.2
EVMT,73.93,47.28,50.02,18.45,62.5,78.83,78.83,78.83,78.83,40.41,100.0,5.45
TSEP,84.06,62.23,50.01,24.92,92.31,80.52,80.52,80.52,80.52,55.66,91.82,40.45
PSTR,66.26,59.16,50.01,28.95,100.0,51.8,51.8,51.8,51.8,56.14,89.02,34.93
JULZ,100.0,57.88,50.01,41.64,100.0,100.0,100.0,100.0,100.0,55.23,85.99,34.95
MBOX,89.16,56.88,50.01,37.38,96.8,85.89,85.89,85.89,85.89,43.47,93.58,33.16
STNC,84.07,56.71,50.01,35.52,84.07,84.07,84.07,84.07,84.07,54.22,93.52,26.06
LCF,94.48,56.57,50.01,40.88,100.0,92.11,92.11,92.11,92.11,59.93,83.63,30.8
UXJA,100.0,56.54,50.01,34.21,100.0,100.0,100.0,100.0,100.0,58.01,87.23,28.77
JUNZ,100.0,56.2,50.01,32.36,100.0,100.0,100.0,100.0,100.0,55.06,85.51,31.26
FEBZ,73.08,56.0,50.01,37.54,52.61,81.85,81.85,81.85,81.85,52.28,86.43,31.7
MMTM,71.33,55.96,50.01,298.02,66.67,73.33,73.33,73.33,73.33,60.42,88.37,24.81
LEAD,76.46,55.67,50.01,81.31,82.0,74.09,74.09,74.09,74.09,59.06,90.55,23.04
MEDX,77.19,55.59,50.01,33.19,100.0,67.41,67.41,67.41,67.41,50.45,94.04,25.17
QWLD,73.06,55.32,50.01,147.21,73.18,73.01,73.01,73.01,73.01,51.79,91.31,26.03
BKSE,86.03,53.91,50.01,118.93,79.1,89.0,89.0,89.0,89.0,56.04,93.22,18.19
DEEF,85.22,53.69,50.01,39.47,83.03,86.16,86.16,86.16,86.16,51.12,98.75,15.86
SPXV,85.56,53.58,50.01,74.51,81.7,87.21,87.21,87.21,87.21,58.58,87.12,21.11
FEUS,100.0,53.38,50.01,72.76,100.0,100.0,100.0,100.0,100.0,57.18,85.85,22.59
FEDM,93.33,53.2,50.01,61.37,93.33,93.33,93.33,93.33,93.33,55.9,92.26,17.34
DEEP,65.09,52.79,50.01,38.02,67.97,63.85,63.85,63.85,63.85,51.85,92.08,18.99
